,Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adresse,Straße,PLZ,Hausnummer,Bezirk,Ortsteil,Kaltmiete pro m²,Bezirk Abkürzung,Ortsteil Abkürzung
1508,"Nice two room flat, sunny and quiet Schöne zwei Zimmer Wohnung, sonnig und ruhig",https://www.immobilienscout24.de/expose/115612384,581.0,70.0,,651.0,1743,4 von 4,46.0,2,,1.0,,,1910.0,2020.0,Vollständig renoviert,Gas-Heizung,Gas,liegt zur Besichtigung vor,,,,"10247 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10247 Berlin,,Friedrichshain,Friedrichshain,12.630434782608695,FrKr,Frhai
1509,"830 €, 40 m², 1 Zimmer",https://www.immobilienscout24.de/expose/115590647,830.0,,,930.0,1743,,40.0,1,,,,True,,,,,,,,,,"10115 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10115 Berlin,,Mitte,Mitte,20.75,Mitt,Mitte
1513,"Helle, gut geschnittene 3-Zi-Wohnung, Nähe Rüdesheimer Platz",https://www.immobilienscout24.de/expose/115591635,695.0,250.0,0.0,945.0,3 Netto-Kaltmieten,3 von 5,69.0,3,,1.0,,,1938.0,2020.0,Erstbezug nach Sanierung,Fernwärme,Fernwärme,laut Gesetz nicht erforderlich,,,,"14197 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14197 Berlin,,Wilmersdorf,Wilmersdorf,10.072463768115941,ChWi,Wilmd
1514,Zwischenmiete - Sommer über den Dächern Berlins,https://www.immobilienscout24.de/expose/115591577,1550.0,450.0,0.0,2000.0,2000,5 von 5,130.0,3,2.0,2.0,True,True,,,Neuwertig,,,,,,,"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10435 Berlin,,Prenzlauer Berg,Prenzlauer Berg,11.923076923076923,Pank,Prenz
1516,"Exklusive, geräumige und neuwertige 2-Zimmer-Wohnung mit Balkon und EBK in Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/115591680,1500.0,212.0,0.0,1712.0,4500,3 von 5,73.0,2,,1.0,,True,1902.0,2015.0,Neuwertig,Zentralheizung,Gas,liegt zur Besichtigung vor,,,,"10407 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10407 Berlin,,Prenzlauer Berg,Prenzlauer Berg,20.54794520547945,Pank,Prenz
1520,"Schöne helle 3-Zimmer-Wohnung mit Balkon in Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/115599489,923.0,170.0,,1093.0,2769,4 von 4,94.27,3,,1.0,,,,,,Etagenheizung,,,,,,"14059 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14059 Berlin,,Charlottenburg,Charlottenburg,9.791025777023444,ChWi,Charl
1523,Charmante Altbauwohnung mit Sonnenausrichtung in begehrter Wohnlage im Mauerpark-Kiez,https://www.immobilienscout24.de/expose/115595431,1945.0,250.0,,2195.0,4350,4 von 4,154.0,5,,2.0,,True,,,Modernisiert,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,103.0,,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10437 Berlin,,Prenzlauer Berg,Prenzlauer Berg,12.62987012987013,Pank,Prenz
1524,"980 €, 49 m², 2 Zimmer",https://www.immobilienscout24.de/expose/115599653,980.0,,0.0,1150.0,2300 Euro,,49.0,2,1.0,1.0,True,True,2019.0,,Erstbezug,Fußbodenheizung,Fernwärme,,Bedarfsausweis,,,"13086 Berlin, Weißensee (Weißensee) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13086 Berlin,,Weißensee,Weißensee,20.0,Pank,Weißs
1536,"*Update bitte keine weiteren Anfragen* Schöne drei Zimmer Wohnung in Berlin, Lichterfelde (Steglitz)",https://www.immobilienscout24.de/expose/115585487,844.0,220.0,65.0,1129.0,2970,1 von 2,83.0,3,,1.0,,True,1965.0,2008.0,Erstbezug nach Sanierung,Etagenheizung,Öl,liegt vor,Verbrauchsausweis,,,"12205 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12205 Berlin,,Lichterfelde,Steglitz,10.168674698795181,StZe,Stegl
1540,"Helle 3-Zimmer-EG-Wohnung mit 2 Terrassen, Gartenblick, modernem Bad + Parkettboden",https://www.immobilienscout24.de/expose/115585926,895.0,162.0,65.0,1122.0,2685,0 von 2,94.0,3,,1.0,,True,1980.0,2016.0,Modernisiert,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,170.0,,"13503 Berlin, Heiligensee (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13503 Berlin,,Heiligensee,Reinickendorf,9.52127659574468,Rein,Reind
1553,Super Single-Wohnung mit EBK m. allen Geräten!!!,https://www.immobilienscout24.de/expose/115578810,496.61,53.0,0.0,609.61,1489.83,1 von 3,39.32,1,,1.0,,True,1900.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,CityGate Immobilien GmbH Uhlandstr. 3 10623 Berlin,"10317 Berlin, Lichtenberg (Lichtenberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10317 Berlin,,Lichtenberg,Lichtenberg,12.629959308240082,Lich,Liber
1556,"KONTAKT NUR/ONLY PER/VIA MAIL!!! 1-Zimmer-Appartement, Erstbezug Berlin-Charlottenburg!!!",https://www.immobilienscout24.de/expose/115579104,575.0,90.0,0.0,665.0,1725.00,,26.9,1,,1.0,,,2019.0,,Neuwertig,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,Märkische Immobilien Agentur Prenzlauer Chaussee 161 16348 Wandlitz,"10711 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10711 Berlin,,Wilmersdorf,Wilmersdorf,21.375464684014872,ChWi,Wilmd
1557,Lichtenrader Damm - Arbeiten & Wohnen-2020,https://www.immobilienscout24.de/expose/115578217,1415.0,300.0,0.0,1715.0,drei Kaltmieten,,117.0,6,4.0,1.0,,True,1973.0,,Renovierungsbedürftig,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"12305 Berlin, Lichtenrade (Tempelhof) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12305 Berlin,,Lichtenrade,Tempelhof,12.094017094017094,TSch,Temp
1559,NUR MIT WBS-WOHNBERECHTIGUNGSSCHEIN !!! ANGENEHME WOHNANLAGE IN PANKOW -,https://www.immobilienscout24.de/expose/115579607,741.55,185.0,0.0,926.55,drei Kaltmieten,3,79.48,3,2.0,1.0,,,1997.0,,Gepflegt,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"13189 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13189 Berlin,,Pankow,Pankow,9.330020130850528,Pank,Panko
1565,NUR MIT WBS-WOHNBERECHTIGUNGSSCHEIN !!! ANGENEHME WOHNANLAGE IN PANKOW -,https://www.immobilienscout24.de/expose/115581036,557.09,151.31,0.0,708.4,drei Kaltmieten,5 von 5,59.71,2,1.0,1.0,,True,1997.0,,Gepflegt,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"13189 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13189 Berlin,,Pankow,Pankow,9.3299279852621,Pank,Panko
1566,NUR MIT WBS-WOHNBERECHTIGUNGSSCHEIN !!! ANGENEHME WOHNANLAGE IN PANKOW -,https://www.immobilienscout24.de/expose/115581404,827.94,303.0,0.0,1130.94,drei Kaltmieten,2,88.74,3,2.0,1.0,True,,1997.0,,Gepflegt,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"13189 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13189 Berlin,,Pankow,Pankow,9.329952670723463,Pank,Panko
1577,4-Zimmerwohnung in Zehlendorf Mitte,https://www.immobilienscout24.de/expose/115577105,1225.0,260.0,100.0,1585.0,3675,1 von 4,122.31,4,4.0,2.0,True,True,,,Renovierungsbedürftig,Zentralheizung,Gas,liegt zur Besichtigung vor,,,Hausverwaltung Nadja Casadio Zehlendorfer Damm 61 14532 Kleinmachnow,"Clayallee xx, 14169 Berlin, Dahlem (Zehlendorf)",,14169 Berlin,,Dahlem,Zehlendorf,10.015534298095004,StZe,Zehld
1592,Atelier im Dachgeschoß mit Kamin in Hermsdorfer Villa,https://www.immobilienscout24.de/expose/115570449,1150.0,195.0,0.0,1550.0,3 Kaltmieten,2 von 2,125.0,4,3.0,1.0,,True,2014.0,2013.0,Vollständig renoviert,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,Fa. Thomas C. Wöllmer - Liegenschaften - Berliner Straße 123 13467 Berlin-Hermsdorf,"13467 Berlin, Hermsdorf (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13467 Berlin,,Hermsdorf,Reinickendorf,9.2,Rein,Reind
1610,Vollsanierte Wohnung mit Terrasse in Lichterfelde-West - Wohnen in ruhiger Stadtvilla,https://www.immobilienscout24.de/expose/115575307,730.0,200.0,0.0,930.0,2190.00,0 von 3,62.0,"2,5",1.0,1.0,,True,1920.0,2016.0,Neuwertig,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,206.0,Finanzierung-Beratung-Immobilien Grünauer Str. 6 12557 Berlin,"12205 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12205 Berlin,,Lichterfelde,Steglitz,11.774193548387096,StZe,Stegl
1628,"Helle, geräumige 3 Zimmer-Etagenwohnung mit Tiefgarage in grüner und guter Lage",https://www.immobilienscout24.de/expose/115565796,865.0,300.0,,1165.0,2362.41,1,96.15,3,2.0,1.0,True,True,1998.0,,Renovierungsbedürftig,Fernwärme,,liegt zur Besichtigung vor,,,Regine Bergmann Immobilien GmbH Am Petersberg 10 14195 Berlin,"12683 Berlin, Biesdorf (Marzahn) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12683 Berlin,,Biesdorf,Marzahn,8.996359854394175,MaHe,Marza
1631,Wohnen an der Wuhlheide mit Wasserblick,https://www.immobilienscout24.de/expose/115566102,1288.0,250.0,0.0,1538.0,6000,0 von 3,92.03,3,2.0,1.0,True,True,2016.0,,Neuwertig,Blockheizkraftwerke,,liegt vor,Bedarfsausweis,,"Claudia Schultz Immobilien GmbH, Genehmigung nach §34 c GewO Weseler Str. 12 10318 Berlin","12459 Berlin, Oberschöneweide (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12459 Berlin,,Oberschöneweide,Köpenick,13.995436270781267,TrKö,Köpen
1632,NUR MIT WBS-WOHNBERECHTIGUNGSSCHEIN !!! ANGENEHME WOHNANLAGE IN PANKOW -,https://www.immobilienscout24.de/expose/115546312,963.32,330.0,0.0,1293.33,drei Kaltmieten,1,103.25,4,3.0,1.0,True,,1997.0,,Vollständig renoviert,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"13189 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13189 Berlin,,Pankow,Pankow,9.32997578692494,Pank,Panko
1634,"*Erstbezug nach Neuerrichtung*- 3 Zimmer, EBK, Loggia mitten im schönen Neukölln",https://www.immobilienscout24.de/expose/115547181,1708.0,259.0,0.0,2080.0,5124.00,2 von 4,113.83,3,2.0,2.0,True,True,2019.0,,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Come Home Berlin GmbH Prenzlauer Allee 220 10405 Berlin,"12043 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12043 Berlin,,Neukölln,Neukölln,15.004831766669595,Neuk,Neukö
1635,"*Erstbezug nach Neuerrichtung* 3 Zimmer, EBK, Terrasse mitten im schönen Neukölln",https://www.immobilienscout24.de/expose/115547166,1807.0,275.0,0.0,2202.0,5421.00,2 von 4,120.41,3,2.0,2.0,True,True,2019.0,,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,Come Home Berlin GmbH Prenzlauer Allee 220 10405 Berlin,"12043 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12043 Berlin,,Neukölln,Neukölln,15.007059214350967,Neuk,Neukö
1642,Sanierte Dachgeschossmaisonettewohnung mit Wasserblick und anmietbarem Bootsanlegeplatz,https://www.immobilienscout24.de/expose/115550043,1099.0,110.0,90.0,1299.0,1797,4 von 4,98.0,3,2.0,1.0,,True,2002.0,2000.0,Saniert,Zentralheizung,Erdgas leicht,liegt vor,Verbrauchsausweis,105.81,Markgrafen Quartier Hausverwaltung GmbH,"12557 Berlin, Köpenick (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12557 Berlin,,Köpenick,Köpenick,11.214285714285714,TrKö,Köpen
1643,"Charmante 2-Zimmer-Wohnung mit Balkon in Biesdorf (Marzahn), Berlin",https://www.immobilienscout24.de/expose/115551870,630.0,200.0,0.0,830.0,3 Monatsmieten,2 von 3,70.0,2,,1.0,,,,,,Etagenheizung,,,,,,"12683 Berlin, Biesdorf (Marzahn) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12683 Berlin,,Biesdorf,Marzahn,9.0,MaHe,Marza
1644,! Schöne 3-Zimmer-Wohnung (saniert) und zentral,https://www.immobilienscout24.de/expose/115551892,950.0,300.0,,1250.0,3 Monatsmieten,4,81.0,3,2.0,2.0,,True,1888.0,,Erstbezug nach Sanierung,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,,Inseriert auf ohne-makler.net,"13597 Berlin, Spandau (Spandau) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13597 Berlin,,Spandau,Spandau,11.728395061728396,Span,Spand
1670,Schöne möblierte Dachgeschosswohnung in Stadtvilla zum Wohlfühlen,https://www.immobilienscout24.de/expose/115532712,735.0,132.64,,867.64,2205.00,3 von 3,62.0,2,,1.0,,True,,,,,,,,,,"12587 Berlin-Friedrichshagen, Friedrichshagen (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12587 Berlin-Friedrichshagen,,Friedrichshagen,Köpenick,11.85483870967742,TrKö,Köpen
1674,"3-Zimmer-Wohnung mit EBK und Balkon in Grünau (Köpenick), Berlin",https://www.immobilienscout24.de/expose/115533528,915.0,150.0,100.0,1165.0,2850,2 von 3,83.18,3,,1.0,,True,,,,Fußbodenheizung,,,,,,"12527 Berlin, Grünau (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12527 Berlin,,Grünau,Köpenick,11.000240442414041,TrKö,Köpen
1689,Im Herzen Schönebergs zuhause 3 Zimmer Mietwohnung mit Balkon und TG Stellplatz,https://www.immobilienscout24.de/expose/115526156,1989.9,351.75,0.0,2341.65,3 Nettokaltmieten,4 von 5,100.5,3,2.0,2.0,True,True,2016.0,2020.0,,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Basis AG Immobilienberatung Kurfürstendamm 220 10719 Berlin,"10777 Berlin, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10777 Berlin,,Schöneberg,Schöneberg,19.8,TSch,Schön
1709,Wasserlage - Großzügige 3 Zimmer am Langen See WE 04,https://www.immobilienscout24.de/expose/115525741,1360.0,250.0,0.0,1530.0,4830.00,1 von 3,94.61,3,2.0,2.0,True,True,1998.0,,Gepflegt,Fußbodenheizung,Gas,liegt vor,Verbrauchsausweis,,Michael Grunow Regattastraße 100 12527 Berlin,"12557 Berlin, Köpenick (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12557 Berlin,,Köpenick,Köpenick,14.374801817989642,TrKö,Köpen
1714,"1.200 €, 37 m², 1 Zimmer",https://www.immobilienscout24.de/expose/115515888,1200.0,,,1500.0,1548.00,,37.0,1,,,,True,,,,,,,,,,"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10405 Berlin,,Prenzlauer Berg,Prenzlauer Berg,32.432432432432435,Pank,Prenz
1716,"Attraktive Maisonette Wohnung mit ""Haus in Haus"" Charakter!",https://www.immobilienscout24.de/expose/115519624,1370.0,200.0,,1570.0,3 Monatsmieten,,120.0,3,2.0,1.0,,,1972.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,"Sawall Immobilien EuropaCenter, Tauentzienstr. 11 10789 Berlin","12247 Berlin / Lankwitz, Lankwitz (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12247 Berlin / Lankwitz,,Lankwitz,Steglitz,11.416666666666666,StZe,Stegl
1723,"2 Zimmer, Einbauküche und Balkon in Friedenau",https://www.immobilienscout24.de/expose/115523600,808.25,70.0,0.0,948.25,2424.75,2 von 3,56.08,2,1.0,1.0,,True,1900.0,,Neuwertig,Gas-Heizung,Gas,liegt vor,Verbrauchsausweis,,Kahlo & Partner GmbH,"12159 Berlin, Friedenau (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12159 Berlin,,Friedenau,Schöneberg,14.412446504992868,TSch,Schön
1726,***Altbauwohnung im Erstbezug nach Grundsanierung mit zwei Bädern und kleinem Balkon***,https://www.immobilienscout24.de/expose/115523048,1300.0,350.0,0.0,1650.0,3 Kaltmieten,,126.0,3,2.0,2.0,True,,1918.0,,Erstbezug,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,Sonja Stanisch Immobilien Holsteinische Straße 29 10717 Berlin,"10711 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10711 Berlin,,Wilmersdorf,Wilmersdorf,10.317460317460318,ChWi,Wilmd
1729,Wohnen am Lietzensee - Park - Kaiserdamm - sanierter Altbau- ARBEITEN & WOHNEN,https://www.immobilienscout24.de/expose/115509780,3000.0,540.0,0.0,3540.0,drei Kaltmieten,1 von 5,200.0,7,5.0,2.0,True,True,1911.0,,Saniert,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"14057 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14057 Berlin,,Charlottenburg,Charlottenburg,15.0,ChWi,Charl
1730,Erstbezug: exklusive 3-Zimmer-Wohnung mit Balkon in Berlin Lichterfelde - Ost Oberhofer Weg,https://www.immobilienscout24.de/expose/115500814,1590.0,320.0,0.0,1910.0,drei Kaltmieten,1 von 3,76.31,3,,,,,2020.0,2020.0,Erstbezug,Fußbodenheizung,,liegt zur Besichtigung vor,,,,"12209 Berlin Lichterfelde-Ost Oberhofer Weg, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12209 Berlin Lichterfelde-Ost Oberhofer Weg,,Lichterfelde,Steglitz,20.836063425501244,StZe,Stegl
1736,*SINGLENEST - MÖBLIERT*,https://www.immobilienscout24.de/expose/115506113,1300.0,,0.0,1300.0,3900,,34.0,1,,1.0,,True,1900.0,2019.0,Neuwertig,Zentralheizung,Erdgas leicht,liegt vor,Verbrauchsausweis,156.0,Barbara Krebs Immobilien Tauernallee 58 12107 Berlin,"10405 Berlin - Prenzlauer Berg, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10405 Berlin - Prenzlauer Berg,,Prenzlauer Berg,Prenzlauer Berg,38.23529411764706,Pank,Prenz
1744,Exklusives neuwertige 3 Zi. Wohnung in bester Lage im Berliner Regierungsviertel,https://www.immobilienscout24.de/expose/115508277,2400.0,350.0,100.0,3200.0,5700,4 von 8,94.0,3,2.0,1.0,True,True,2017.0,2018.0,Neuwertig,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,,"10117 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10117 Berlin,,Mitte,Mitte,25.53191489361702,Mitt,Mitte
1764,"Sonnige, geräumige zwei Zimmer Wohnung -seniorengerecht-",https://www.immobilienscout24.de/expose/115495875,759.0,215.0,0.0,974.0,2277.00,3 von 4,69.09,2,,1.0,True,True,1994.0,,Vollständig renoviert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,,"12307 Berlin, Lichtenrade (Tempelhof) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12307 Berlin,,Lichtenrade,Tempelhof,10.985670864090316,TSch,Temp
1773,Schöne sieben Zimmer Wohnung in Wannseevilla,https://www.immobilienscout24.de/expose/115474722,1995.0,350.0,0.0,2345.0,5985,,150.0,7,,1.0,,,1891.0,2019.0,Erstbezug nach Sanierung,Öl-Heizung,Öl,laut Gesetz nicht erforderlich,,,,"14109 Berlin, Wannsee (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,14109 Berlin,,Wannsee,Zehlendorf,13.3,StZe,Zehld
1784,Wohngenuss im Kollwitzviertel - exklusives Großstadtdomizil mit hochwertiger Ausstattung !,https://www.immobilienscout24.de/expose/115471944,2500.0,300.0,0.0,2800.0,Kaution: 1377.00,1,142.0,3,2.0,2.0,True,True,2009.0,,Neuwertig,Fußbodenheizung,Gas,liegt vor,Bedarfsausweis,,Agentur MissImmo Inh. Ariane Jauß Gartenstr. 58 12529 Schönefeld,"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,10405 Berlin,,Prenzlauer Berg,Prenzlauer Berg,17.6056338028169,Pank,Prenz
1801,Schöne Wohnung Berlin Tempelhof,https://www.immobilienscout24.de/expose/115470082,800.0,170.0,0.0,970.0,1940,4 von 6,35.0,1,,,True,True,1959.0,,Erstbezug nach Sanierung,Zentralheizung,,liegt vor,,,,"12101 Berlin Tempelhof, Tempelhof (Tempelhof) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12101 Berlin Tempelhof,,Tempelhof,Tempelhof,22.857142857142858,TSch,Temp
1810,NUR MIT WBS-WOHNBERECHTIGUNGSSCHEIN !!! ANGENEHME WOHNANLAGE IN PANKOW -,https://www.immobilienscout24.de/expose/115455068,554.11,130.0,0.0,684.11,drei Kaltmieten,3 von 3,59.39,2,1.0,1.0,,,1997.0,,Nach Vereinbarung,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"13189 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13189 Berlin,,Pankow,Pankow,9.330021889206938,Pank,Panko
1812,NUR MIT WBS-WOHNBERECHTIGUNGSSCHEIN !!! ANGENEHME WOHNANLAGE IN PANKOW -,https://www.immobilienscout24.de/expose/115455118,571.65,130.0,0.0,701.85,drei Kaltmieten,2 von 3,61.27,2,1.0,1.0,,,1997.0,,,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"13189 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13189 Berlin,,Pankow,Pankow,9.330014689081116,Pank,Panko
1813,NUR MIT WBS-WOHNBERECHTIGUNGSSCHEIN !!! ANGENEHME WOHNANLAGE IN PANKOW -,https://www.immobilienscout24.de/expose/115455183,805.18,240.0,0.0,1045.18,drei Kaltmieten,3,86.3,3,2.0,1.0,True,,1997.0,,Gepflegt,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"13189 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13189 Berlin,,Pankow,Pankow,9.330011587485515,Pank,Panko
1816,NUR MIT WBS-WOHNBERECHTIGUNGSSCHEIN !!! ANGENEHME WOHNANLAGE IN PANKOW -,https://www.immobilienscout24.de/expose/115455396,838.77,305.0,0.0,1143.77,drei Kaltmieten,1,89.9,3,2.0,1.0,True,,1997.0,,,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"13189 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13189 Berlin,,Pankow,Pankow,9.330033370411568,Pank,Panko
1817,NUR MIT WBS-WOHNBERECHTIGUNGSSCHEIN !!! ANGENEHME WOHNANLAGE IN PANKOW -,https://www.immobilienscout24.de/expose/115455353,805.37,240.0,0.0,1045.37,drei Kaltmieten,4,86.32,3,2.0,1.0,True,,1997.0,,Vollständig renoviert,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"13189 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13189 Berlin,,Pankow,Pankow,9.330050973123264,Pank,Panko
