,Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adresse,Straße,PLZ,Kiez,Hausnummer,Ortsteil,Kaltmiete pro m²,straße,bezirk,gebietsstand,hausnummer,buchstabe,wohnlage_einstufung,lage_im_stadtgebiet,ortsteil
153,Modernisierte 3 Zimmer Wohnung mit Balkon und Einbauküche,https://www.immobilienscout24.de/expose/110678677,1420.0,120.0,60.0,1600.0,4260,9 von 11,75.6,3,,,True,True,1969.0,,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Holzmarktstraße 65, 10179 Berlin, Mitte (Mitte)",Holzmarktstraße,10179 Berlin,Mitte (Mitte),65,Mitte,18.783068783068785,Holzmarktstraße,Mitt,O,65,F,mittel *,Z,Mitte
154,Terrassenwohnung in Französisch-Buchholz ab 01.03.2020 verfügbar,https://www.immobilienscout24.de/expose/115342212,980.0,245.0,0.0,1225.0,2940,,80.07,3,2.0,1.0,True,True,2019.0,,,Fußbodenheizung,,liegt vor,Bedarfsausweis,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"Nantesstraße 74, 13127 Berlin, Französisch Buchholz (Pankow)",Nantesstraße,13127 Berlin,Französisch Buchholz (Pankow),74,Pankow,12.239290620706882,Nantesstraße,Pank,O,74,U,mittel,D,Pankow
155,Terrassenwohnung in Französisch-Buchholz ab 01.03.2020 verfügbar,https://www.immobilienscout24.de/expose/115342212,980.0,245.0,0.0,1225.0,2940,,80.07,3,2.0,1.0,True,True,2019.0,,,Fußbodenheizung,,liegt vor,Bedarfsausweis,,Müller Merkle Immobilien GmbH Chausseestraße 22 10115 Berlin,"Nantesstraße 74, 13127 Berlin, Französisch Buchholz (Pankow)",Nantesstraße,13127 Berlin,Französisch Buchholz (Pankow),74,Pankow,12.239290620706882,Nantesstraße,Pank,O,74,G,mittel,D,Pankow
156,"""Ich sehe was, was du nicht siehst"" = 2 Zimmer mit Balkon mitten in Berlin!",https://www.immobilienscout24.de/expose/115451783,994.39,113.8,0.0,1189.48,3 Nettokaltmieten,,54.19,2,,,True,True,1996.0,,,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,92.0,berlinraum Schönhauser Allee 126 10437 Berlin,"Luisenstraße 52, 10117 Berlin, Mitte (Mitte)",Luisenstraße,10117 Berlin,Mitte (Mitte),52,Mitte,18.350064587562283,Luisenstraße,Mitt,O,52,F,gut *,Z,Mitte
157,Berlin-MITTE -MITte -mitte...zentraler geht nimmer,https://www.immobilienscout24.de/expose/115452945,1195.04,157.84,0.0,1465.62,3 Nettokaltmieten,,75.16,2,,,True,,1996.0,,,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,92.0,berlinraum Schönhauser Allee 126 10437 Berlin,"Luisenstraße 52, 10117 Berlin, Mitte (Mitte)",Luisenstraße,10117 Berlin,Mitte (Mitte),52,Mitte,15.899946780202235,Luisenstraße,Mitt,O,52,F,gut *,Z,Mitte
158,Suchkriterium = Zentral?! Dann AUFGEPASST!!! 2-Zimmer-Wohnung mit Balkon in MITTE.,https://www.immobilienscout24.de/expose/115451735,1198.67,165.61,0.0,1482.57,3 Nettokaltmieten,,78.86,2,,,True,True,1996.0,,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,92.0,berlinraum Schönhauser Allee 126 10437 Berlin,"Luisenstraße 48, 10117 Berlin, Mitte (Mitte)",Luisenstraße,10117 Berlin,Mitte (Mitte),48,Mitte,15.199974638600052,Luisenstraße,Mitt,O,48,F,gut *,Z,Mitte
159,...und den Blick gen Westen!,https://www.immobilienscout24.de/expose/115338867,1748.0,180.0,,1928.0,3 Nettokaltmieten,5,137.0,3,,,,True,1900.0,,,Etagenheizung,Erdgas schwer,liegt vor,Bedarfsausweis,,KOMMINKIEZ - Niclas Boettcher Immobilien Heideweg 13a 14532 Kleinmachnow,"Wolliner Straße 2, 10435 Berlin, Mitte (Mitte)",Wolliner Straße,10435 Berlin,Mitte (Mitte),2,Mitte,12.75912408759124,Wolliner Straße,Mitt,O,2,F,gut,Z,Mitte
160,Schöne 2 Zimmer Wohnug mit Balkon,https://www.immobilienscout24.de/expose/114358441,651.0,146.0,38.0,835.0,1953.00,3,61.97,2,1.0,1.0,True,,1987.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Holtz Immobilien GmbH Hertzstraße 12 13158 Berlin,"Franzstraße 6, 13595 Berlin, Spandau (Spandau)",Franzstraße,13595 Berlin,Spandau (Spandau),6,Spandau,10.505083104728094,Franzstraße,Span,W,6,U,einfach,Z,Spandau
161,Schöne 2 Zimmer Wohnug mit Balkon,https://www.immobilienscout24.de/expose/114358441,651.0,146.0,38.0,835.0,1953.00,3,61.97,2,1.0,1.0,True,,1987.0,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Holtz Immobilien GmbH Hertzstraße 12 13158 Berlin,"Franzstraße 6, 13595 Berlin, Spandau (Spandau)",Franzstraße,13595 Berlin,Spandau (Spandau),6,Spandau,10.505083104728094,Franzstraße,Span,W,6,G,einfach,Z,Spandau
162,Umfassend sanierte Wohnungs mit Einbauküche und Parkett,https://www.immobilienscout24.de/expose/115560035,1127.36,155.64,85.0,1368.0,338208,,76.52,3,,,,True,1984.0,,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Straßburger Straße 39, 13581 Berlin, Spandau (Spandau)",Straßburger Straße,13581 Berlin,Spandau (Spandau),39,Spandau,14.732880292733926,Straßburger Straße,Span,W,39,F,einfach,Z,Spandau
163,Berlin Mitte: Traumhafte möblierte Wohnung in prächtigem Altbau zu Vermieten,https://www.immobilienscout24.de/expose/115179422,1150.0,85.0,93.0,1328.0,3 Nettokaltmieten = 3159.00 Euro,1 von 4,54.0,2,,,,True,,,,,,liegt zur Besichtigung vor,,,Paul Immobilien GmbH Friedrichstraße 187 10117 Berlin,"Große Hamburger Straße 16, 10115 Berlin, Mitte (Mitte)",Große Hamburger Straße,10115 Berlin,Mitte (Mitte),16,Mitte,21.296296296296298,Große Hamburger Straße,Mitt,O,16,F,gut,Z,Mitte
164,Vom MORGENMANTEL direkt in den ARZTKITTEL! Wohnen neben der Charité!!!,https://www.immobilienscout24.de/expose/113704438,1530.0,214.2,0.0,1897.2,3 Nettokaltmieten,,102.0,3,,,True,True,1996.0,,,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,92.0,berlinraum Schönhauser Allee 126 10437 Berlin,"Luisenstraße 50, 10117 Berlin, Mitte (Mitte)",Luisenstraße,10117 Berlin,Mitte (Mitte),50,Mitte,15.0,Luisenstraße,Mitt,O,50,F,gut,Z,Mitte
165,Moderne und helle 2-Zimmerwohnung mit riesigem Balkon,https://www.immobilienscout24.de/expose/91510170,1350.0,,,1650.0,3500,1 von 4,56.0,2,1.0,1.0,True,True,2014.0,2016.0,Neuwertig,Fußbodenheizung,,liegt zur Besichtigung vor,,,Dominart Real Estate GmbH,"Tieckstraße 22, 10115 Berlin, Mitte (Mitte)",Tieckstraße,10115 Berlin,Mitte (Mitte),22,Mitte,24.107142857142858,Tieckstraße,Mitt,O,22,F,gut,Z,Mitte
166,Neubau Erstbezug - Bestlage - Topausstattung,https://www.immobilienscout24.de/expose/101194468,1850.0,290.0,0.0,2140.0,5880,2 von 7,107.89,4,3.0,2.0,True,True,2020.0,2020.0,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Clausenius Immobilien Service Schützenstraße 52 10117 Berlin,"Wallstraße 18, 10179 Berlin, Mitte (Mitte)",Wallstraße,10179 Berlin,Mitte (Mitte),18,Mitte,17.147094262674948,Wallstraße,Mitt,O,18,F,gut,Z,Mitte
167,Neubau Erstbezug - 3-Zimmer-Topausstattung-Bestlage,https://www.immobilienscout24.de/expose/101212561,1595.0,250.0,0.0,1845.0,5145,1 von 7,82.75,3,2.0,1.0,True,True,2020.0,2020.0,Neuwertig,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Clausenius Immobilien Service Schützenstraße 52 10117 Berlin,"Wallstraße 18, 10179 Berlin, Mitte (Mitte)",Wallstraße,10179 Berlin,Mitte (Mitte),18,Mitte,19.274924471299094,Wallstraße,Mitt,O,18,F,gut,Z,Mitte
168,2-Zimmer Neubauwohnung in Toplage!,https://www.immobilienscout24.de/expose/98129368,1275.0,190.0,0.0,1465.0,4185.00,5 von 7,63.7,2,1.0,1.0,True,True,2020.0,2020.0,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,Clausenius Immobilien Service Schützenstraße 52 10117 Berlin,"Wallstraße 18, 10179 Berlin, Mitte (Mitte)",Wallstraße,10179 Berlin,Mitte (Mitte),18,Mitte,20.015698587127158,Wallstraße,Mitt,O,18,F,gut,Z,Mitte
169,"Erstbezug mit Einbauküche und Balkon: attraktive 3-Zimmer-Wohnung in Mitte, Berlin",https://www.immobilienscout24.de/expose/113830346,1499.0,299.0,0.0,1798.0,4497,1 von 7,95.4,3,2.0,2.0,True,True,,2020.0,Erstbezug,,,liegt zur Besichtigung vor,,,,"Wallstraße 18, 10117 Berlin, Mitte (Mitte)",Wallstraße,10117 Berlin,Mitte (Mitte),18,Mitte,15.71278825995807,Wallstraße,Mitt,O,18,F,gut,Z,Mitte
170,Toplage! Dreizimmerwohnung vis-a-vis der Sophienkirche!,https://www.immobilienscout24.de/expose/113436101,1595.79,125.0,90.0,1810.79,3 Nettokaltmieten (EUR 4787.37),1 von 4,101.32,3,2.0,1.0,,True,1870.0,,Saniert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Jörg Töpper Immobilien Pfalzburger Straße 60 10717 Berlin,"Sophienstraße 25, 10178 Berlin, Mitte (Mitte)",Sophienstraße,10178 Berlin,Mitte (Mitte),25,Mitte,15.75,Sophienstraße,Mitt,O,25,F,gut,Z,Mitte
171,Modernisierte 2 Zimmer Wohnung mit Einbauküche,https://www.immobilienscout24.de/expose/115445697,1016.26,102.0,51.74,1170.0,304878,10 von 11,57.93,2,,,True,True,1969.0,,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,"AKELIUS GmbH Erkelenzdamm 11,13 10999 Berlin","Holzmarktstraße 63, 10179 Berlin, Mitte (Mitte)",Holzmarktstraße,10179 Berlin,Mitte (Mitte),63,Mitte,17.542896599344036,Holzmarktstraße,Mitt,O,63,F,mittel *,Z,Mitte
172,sanierte großzügige und helle 4-Zimmer Wohnung,https://www.immobilienscout24.de/expose/111832816,1384.0,170.0,140.0,1694.0,3300,1 von 3,120.36,4,1.0,1.0,,,1910.0,2019.0,Erstbezug nach Sanierung,Gas-Heizung,Gas,liegt vor,Verbrauchsausweis,195.0,HC&C Hotel- u. Hauscontrolling & Consulting GmbH,"Alt-Reinickendorf 33, 13407 Berlin, Reinickendorf (Reinickendorf)",Alt-Reinickendorf,13407 Berlin,Reinickendorf (Reinickendorf),33,Reinickendorf,11.498836822864739,Alt-Reinickendorf,Rein,W,33,F,einfach,D,Reinickendorf
173,"Erstbezug: Exklusive, geräumige 2-Zimmer-Wohnung mit West-Balkon in Lichtenberg, Berlin",https://www.immobilienscout24.de/expose/115523247,1080.0,215.0,0.0,1295.0,3 Netto Kaltmieten,1 von 4,75.0,2,,2.0,True,,2020.0,,Erstbezug,,,liegt vor,Bedarfsausweis,,,"Im Lichtenhain 4, 10317 Berlin, Lichtenberg (Lichtenberg)",Im Lichtenhain,10317 Berlin,Lichtenberg (Lichtenberg),4,Lichtenberg,14.4,Im Lichtenhain,Lich,O,4,G,mittel *,D,Lichtenberg
174,"Erstbezug: Exklusive, geräumige 2-Zimmer-Wohnung mit West-Balkon in Lichtenberg, Berlin",https://www.immobilienscout24.de/expose/115523247,1080.0,215.0,0.0,1295.0,3 Netto Kaltmieten,1 von 4,75.0,2,,2.0,True,,2020.0,,Erstbezug,,,liegt vor,Bedarfsausweis,,,"Im Lichtenhain 4, 10317 Berlin, Lichtenberg (Lichtenberg)",Im Lichtenhain,10317 Berlin,Lichtenberg (Lichtenberg),4,Lichtenberg,14.4,Im Lichtenhain,Lich,O,4,U,mittel,D,Lichtenberg
175,"1.750 €, 110 m², 4 Room(s)",https://www.immobilienscout24.de/expose/115125330,1750.0,450.0,0.0,2200.0,6150,,110.0,4,3.0,2.0,True,True,2015.0,2015.0,Neuwertig,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,Rungestr 21C 10179 Berlin,"Rungestraße 21, 10179 Berlin, Mitte (Mitte)",Rungestraße,10179 Berlin,Mitte (Mitte),21,Mitte,15.909090909090908,Rungestraße,Mitt,O,21,F,mittel *,Z,Mitte
176,Mitten in Mitte - sehr ruhig mit grossem Balkon Baujahr 2014 - 4 Zimmer,https://www.immobilienscout24.de/expose/114999147,1990.0,300.0,0.0,2290.0,5000,2 von 2,110.0,4,,2.0,True,True,2014.0,2014.0,Neuwertig,,,liegt vor,,,,"Rungestraße 21, 10179 Berlin, Mitte (Mitte)",Rungestraße,10179 Berlin,Mitte (Mitte),21,Mitte,18.09090909090909,Rungestraße,Mitt,O,21,F,mittel *,Z,Mitte
177,"5-Room apartment in Mitte for Feb-Mai, 5-Zimmer Neubau Feb-Mai in Mitte",https://www.immobilienscout24.de/expose/115226319,1750.0,550.0,0.0,2300.0,700,3 von 6,130.0,5,,2.0,True,True,,,,,,,,,,"Rungestraße 21, 10179 Berlin, Mitte (Mitte)",Rungestraße,10179 Berlin,Mitte (Mitte),21,Mitte,13.461538461538462,Rungestraße,Mitt,O,21,F,mittel *,Z,Mitte
178,"3-Zimmer-Erdgeschosswohnung, 114,4 m² in Berlin",https://www.immobilienscout24.de/expose/115640563,1289.0,210.0,120.0,1619.0,2000,0 von 7,114.0,3,,1.0,True,,2017.0,,Neuwertig,Zentralheizung,Gas,,,,,"Rungestraße 21, 10179 Berlin, Mitte (Mitte)",Rungestraße,10179 Berlin,Mitte (Mitte),21,Mitte,11.307017543859649,Rungestraße,Mitt,O,21,F,mittel *,Z,Mitte
179,"Ansprechende 3-Zimmer-Wohnung zur Miete in Spandau, Berlin",https://www.immobilienscout24.de/expose/115591646,800.0,210.0,0.0,1010.0,3000,,80.0,3,,,,,,,,,,liegt vor,Bedarfsausweis,,,"Groenerstraße 9, 13585 Berlin, Spandau (Spandau)",Groenerstraße,13585 Berlin,Spandau (Spandau),9,Spandau,10.0,Groenerstraße,Span,W,9,U,einfach,Z,Spandau
180,"Ansprechende 3-Zimmer-Wohnung zur Miete in Spandau, Berlin",https://www.immobilienscout24.de/expose/115591646,800.0,210.0,0.0,1010.0,3000,,80.0,3,,,,,,,,,,liegt vor,Bedarfsausweis,,,"Groenerstraße 9, 13585 Berlin, Spandau (Spandau)",Groenerstraße,13585 Berlin,Spandau (Spandau),9,Spandau,10.0,Groenerstraße,Span,W,9,G,einfach,Z,Spandau
181,Komplett sanierte großzügige 3 Zimmer Wohnung möbliert zu vermieten,https://www.immobilienscout24.de/expose/112509816,1119.0,155.0,90.0,1364.0,2580,1 von 3,94.04,3,1.0,1.0,,True,1910.0,2019.0,Erstbezug nach Sanierung,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,195.0,HC&C Hotel- u. Hauscontrolling & Consulting GmbH,"Alt-Reinickendorf 34, 13407 Berlin, Reinickendorf (Reinickendorf)",Alt-Reinickendorf,13407 Berlin,Reinickendorf (Reinickendorf),34,Reinickendorf,11.89919183326244,Alt-Reinickendorf,Rein,W,34,F,einfach,D,Reinickendorf
182,"1.549 €, 109 m², 4 Zimmer",https://www.immobilienscout24.de/expose/115023086,1549.0,286.0,0.0,1986.0,5000,1 von 4,109.0,4,,2.0,True,True,2013.0,2019.0,Neuwertig,Blockheizkraftwerke,,liegt vor,Verbrauchsausweis,,,"Körnerstraße 19, 13156 Berlin, Niederschönhausen (Pankow)",Körnerstraße,13156 Berlin,Niederschönhausen (Pankow),19,Pankow,14.211009174311927,Körnerstraße,Pank,O,19,F,mittel *,D,Pankow
183,3 Zi Whg. mit Wintergarten und Wohnküche in sehr gepflegtem Haus,https://www.immobilienscout24.de/expose/115271033,1090.0,200.0,0.0,1290.0,3 MKM,,89.29,3,,,,True,,,Modernisiert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,78.0,AMS Allgemeine Maklerservice GmbH,"Hechelstraße 14, 13403 Berlin, Reinickendorf (Reinickendorf)",Hechelstraße,13403 Berlin,Reinickendorf (Reinickendorf),14,Reinickendorf,12.207414044125882,Hechelstraße,Rein,W,14,U,einfach,Z,Reinickendorf
184,3 Zi Whg. mit Wintergarten und Wohnküche in sehr gepflegtem Haus,https://www.immobilienscout24.de/expose/115271033,1090.0,200.0,0.0,1290.0,3 MKM,,89.29,3,,,,True,,,Modernisiert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,78.0,AMS Allgemeine Maklerservice GmbH,"Hechelstraße 14, 13403 Berlin, Reinickendorf (Reinickendorf)",Hechelstraße,13403 Berlin,Reinickendorf (Reinickendorf),14,Reinickendorf,12.207414044125882,Hechelstraße,Rein,W,14,G,einfach,Z,Reinickendorf
185,Erstbezug in 3-Zimmer-Wohnung mit unverbautem Parkblick (Berlin Mitte),https://www.immobilienscout24.de/expose/115595249,1710.0,350.0,,2060.0,3 Kaltmieten,4 von 4,85.5,3,,2.0,True,True,2019.0,,Erstbezug,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,,"Stallschreiberstraße 25-28, 10179 Berlin, Mitte (Mitte)",Stallschreiberstraße,10179 Berlin,Mitte (Mitte),25,Mitte,20.0,Stallschreiberstraße,Mitt,O,25,F,gut,Z,Mitte
186,Erstbezug: 2-Zimmer Dachgeschosswohnung in Pankow,https://www.immobilienscout24.de/expose/115599175,1047.5,148.0,,1334.8,3142.5,4 von 4,86.0,2,,1.0,,,2019.0,,Erstbezug,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,Berlin,"Granitzstraße 6a, 13189 Berlin, Pankow (Pankow)",Granitzstraße,13189 Berlin,Pankow (Pankow),6,Pankow,12.180232558139535,Granitzstraße,Pank,O,6,F,mittel *,Z,Pankow
187,"Möbliertes 1-Zimmer-Apartment mit Pantryküche, ALL-IN-Miete (incl. Wlan, Strom, etc.)",https://www.immobilienscout24.de/expose/114818786,500.0,100.0,0.0,600.0,1500,4 von 5,16.27,1,,1.0,True,True,,,,Zentralheizung,,,,,,"Einbecker Straße 78, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Einbecker Straße,10315 Berlin,Friedrichsfelde (Lichtenberg),78,Lichtenberg,30.73140749846343,Einbecker Straße,Lich,O,78,G,mittel,D,Lichtenberg
188,Bezugsfreies Apartment mit Balkon am Alexanderplatz,https://www.immobilienscout24.de/expose/115238913,660.0,,140.0,800.0,2400,9 von 10,36.0,1,1.0,1.0,True,True,1966.0,2018.0,Modernisiert,Zentralheizung,Erdwärme,liegt vor,Verbrauchsausweis,,BBI Berlin Immobilien GmbH,"Mollstraße 2, 10178 Berlin, Mitte (Mitte)",Mollstraße,10178 Berlin,Mitte (Mitte),2,Mitte,18.333333333333332,Mollstraße,Mitt,O,2,F,mittel *,Z,Mitte
189,"Hübsche, helle 2,5 Zimmer-Neubau-Wohnung mit Wohnküche, Balkon direkt am Alexanderplatz ab 01.03.20",https://www.immobilienscout24.de/expose/108037526,900.0,150.0,0.0,1050.0,3150,1 von 9,50.53,"2,5",,1.0,True,True,1966.0,2017.0,Erstbezug,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,,"Mollstraße 3a, 10178 Berlin, Mitte (Mitte)",Mollstraße,10178 Berlin,Mitte (Mitte),3,Mitte,17.81120126657431,Mollstraße,Mitt,O,3,F,mittel *,Z,Mitte
190,"Schöne 2 Zimmer-Wohnung, Mitten in Berlin",https://www.immobilienscout24.de/expose/114542722,840.0,200.0,,1040.0,3 Monatskaltmieten,8,60.4,2,,,True,True,,,,,,,,,Immobilienverwaltung Riebeling GmbH,"Mollstraße 3b, 10178 Berlin, Mitte (Mitte)",Mollstraße,10178 Berlin,Mitte (Mitte),3,Mitte,13.907284768211921,Mollstraße,Mitt,O,3,F,mittel *,Z,Mitte
191,WBS erforderlich. Wunderschöne Wohnung mit WBS direkt an der Havel!,https://www.immobilienscout24.de/expose/115640901,456.58,247.0,0.0,703.58,1369.74,3,68.94,"1,5",,,,,1984.0,,,Gas-Heizung,"Gas, Öl",liegt vor,Verbrauchsausweis,,Gewobag Wohnungsbau-Aktiengesellschaft Berlin Breite Str. 2-4 13597 Berlin,"Lindenufer 38, 13597 Berlin, Spandau (Spandau)",Lindenufer,13597 Berlin,Spandau (Spandau),38,Spandau,6.622860458369597,Lindenufer,Span,W,38,F,einfach,Z,Spandau
192,möblierte helle Dachgeschosswohnung,https://www.immobilienscout24.de/expose/112931602,686.0,94.0,,780.0,2415.00,4 von 4,70.0,2,1.0,1.0,,True,1900.0,,,Nachtspeicheröfen,,liegt vor,Verbrauchsausweis,102.52,HC&C Hotel- u. Hauscontrolling & Consulting GmbH,"Residenzstraße 2, 13409 Berlin, Reinickendorf (Reinickendorf)",Residenzstraße,13409 Berlin,Reinickendorf (Reinickendorf),2,Reinickendorf,9.8,Residenzstraße,Rein,W,2,F,einfach *,Z,Reinickendorf
193,"Kleine ca. 22,30 m² 1 Zimmer Wohnung im Reinickendorfer Kiez",https://www.immobilienscout24.de/expose/115638072,300.0,115.0,0.0,415.0,3 Nettokaltmieten,4 von 4,22.3,1,,1.0,True,,,,Vollständig renoviert,Gas-Heizung,Gas,liegt zur Besichtigung vor,,,Carbo Immobilien Management GmbH Kurfürstendamm 61 10707 Berlin,"Lindauer Allee 24a, 13407 Berlin, Reinickendorf (Reinickendorf)",Lindauer Allee,13407 Berlin,Reinickendorf (Reinickendorf),24,Reinickendorf,13.452914798206278,Lindauer Allee,Rein,W,24,U,einfach *,Z,Reinickendorf
194,"Kleine ca. 22,30 m² 1 Zimmer Wohnung im Reinickendorfer Kiez",https://www.immobilienscout24.de/expose/115638072,300.0,115.0,0.0,415.0,3 Nettokaltmieten,4 von 4,22.3,1,,1.0,True,,,,Vollständig renoviert,Gas-Heizung,Gas,liegt zur Besichtigung vor,,,Carbo Immobilien Management GmbH Kurfürstendamm 61 10707 Berlin,"Lindauer Allee 24a, 13407 Berlin, Reinickendorf (Reinickendorf)",Lindauer Allee,13407 Berlin,Reinickendorf (Reinickendorf),24,Reinickendorf,13.452914798206278,Lindauer Allee,Rein,W,24,G,einfach *,Z,Reinickendorf
195,Attraktive und moderne 1-Zimmer-Wohnungen im Q216 !!!,https://www.immobilienscout24.de/expose/115638505,308.21,125.0,0.0,490.0,3 Nettokaltmieten,,31.54,1,,,True,,1970.0,,Gepflegt,Fernwärme,,liegt vor,Verbrauchsausweis,54.0,Trialog GmbH Karl-Marx-Allee 90 A 10243 Berlin,"Frankfurter Allee 216, 10369 Berlin, Lichtenberg (Lichtenberg)",Frankfurter Allee,10369 Berlin,Lichtenberg (Lichtenberg),216,Lichtenberg,9.772035510462905,Frankfurter Allee,Lich,O,216,G,einfach *,D,Lichtenberg
196,Attraktive und moderne 1-Zimmer-Wohnungen im Q216 !!!,https://www.immobilienscout24.de/expose/115638505,308.21,125.0,0.0,490.0,3 Nettokaltmieten,,31.54,1,,,True,,1970.0,,Gepflegt,Fernwärme,,liegt vor,Verbrauchsausweis,54.0,Trialog GmbH Karl-Marx-Allee 90 A 10243 Berlin,"Frankfurter Allee 216, 10369 Berlin, Lichtenberg (Lichtenberg)",Frankfurter Allee,10369 Berlin,Lichtenberg (Lichtenberg),216,Lichtenberg,9.772035510462905,Frankfurter Allee,Lich,O,216,U,einfach *,D,Lichtenberg
197,950 € All Inclusive : Attraktives und modern möbliertes 1-Zimmer-Appartement- im Q216 !!!,https://www.immobilienscout24.de/expose/115290252,405.0,555.0,0.0,950.0,3 Nettokaltmieten,1,35.0,1,,1.0,True,,1970.0,,Gepflegt,Fernwärme,,liegt vor,Verbrauchsausweis,54.0,Trialog GmbH Karl-Marx-Allee 90 A 10243 Berlin,"Frankfurter Allee 216, 10369 Berlin, Lichtenberg (Lichtenberg)",Frankfurter Allee,10369 Berlin,Lichtenberg (Lichtenberg),216,Lichtenberg,11.571428571428571,Frankfurter Allee,Lich,O,216,G,einfach *,D,Lichtenberg
198,950 € All Inclusive : Attraktives und modern möbliertes 1-Zimmer-Appartement- im Q216 !!!,https://www.immobilienscout24.de/expose/115290252,405.0,555.0,0.0,950.0,3 Nettokaltmieten,1,35.0,1,,1.0,True,,1970.0,,Gepflegt,Fernwärme,,liegt vor,Verbrauchsausweis,54.0,Trialog GmbH Karl-Marx-Allee 90 A 10243 Berlin,"Frankfurter Allee 216, 10369 Berlin, Lichtenberg (Lichtenberg)",Frankfurter Allee,10369 Berlin,Lichtenberg (Lichtenberg),216,Lichtenberg,11.571428571428571,Frankfurter Allee,Lich,O,216,U,einfach *,D,Lichtenberg
199,"Helle, freundliche 3-Zimmer-Wohnung in Berlin-Reinickendorf",https://www.immobilienscout24.de/expose/115640285,916.0,236.0,0.0,1152.0,3 Monatsmieten,2 von 2,87.0,3,,1.0,,True,1964.0,2019.0,,Zentralheizung,Fernwärme,liegt zur Besichtigung vor,,,,"Lübener Weg 33, 13407 Reinickendorf, Reinickendorf (Reinickendorf)",Lübener Weg,13407 Reinickendorf,Reinickendorf (Reinickendorf),33,Reinickendorf,10.528735632183908,Lübener Weg,Rein,W,33,U,einfach,D,Reinickendorf
200,Viel Platz für die gesamte Familie! ohne WBS,https://www.immobilienscout24.de/expose/115632096,760.0,352.0,0.0,1112.0,Kaution: 3 Netto-Kalt-Mieten,9 von 16,116.52,"3,5",,,True,,1967.0,,Vollständig renoviert,Fernwärme,Fernwärme,,Bedarfsausweis,,GESOBAU AG Stiftsweg 1 13187 Berlin,"Wilhelmsruher Damm 173, 13439 Berlin, Wittenau (Reinickendorf)",Wilhelmsruher Damm,13439 Berlin,Wittenau (Reinickendorf),173,Reinickendorf,6.522485410230003,Wilhelmsruher Damm,Rein,W,173,U,einfach *,Z,Reinickendorf
201,Ab sofort könnten Sie hier Ihre Möbel reinstellen!,https://www.immobilienscout24.de/expose/115632145,1107.52,390.39,0.0,1497.91,Kaution: 3322.00,1,126.75,4,,,,,1929.0,,Modernisiert,Fernwärme,Fernwärme,,,,Deutsche Wohnen Gruppe,"Quellweg 38, 13629 Berlin, Siemensstadt (Spandau)",Quellweg,13629 Berlin,Siemensstadt (Spandau),38,Spandau,8.737830374753452,Quellweg,Span,W,38,G,einfach,Z,Spandau
202,Ab sofort könnten Sie hier Ihre Möbel reinstellen!,https://www.immobilienscout24.de/expose/115632145,1107.52,390.39,0.0,1497.91,Kaution: 3322.00,1,126.75,4,,,,,1929.0,,Modernisiert,Fernwärme,Fernwärme,,,,Deutsche Wohnen Gruppe,"Quellweg 38, 13629 Berlin, Siemensstadt (Spandau)",Quellweg,13629 Berlin,Siemensstadt (Spandau),38,Spandau,8.737830374753452,Quellweg,Span,W,38,U,einfach,Z,Spandau
